"""燚龘（不是你的益达）""",1336749637163,127,839488,14,118,9,144,""""休闲养老没烦恼"""",26042
"""青洛丶""",1364178117125,127,1193515,17,11,16,7,""""休闲养老没烦恼"""",26042
"""变革者乄装备农场简介""",1382106693180,127,1126931,19,2,11,4,""""休闲养老没烦恼"""",26042
"""咸鱼*""",1405373201956,127,945933,2,15,9,22,""""休闲养老没烦恼"""",26042
"""小智乃""",1405736107534,127,985940,12,42,7,23,""""休闲养老没烦恼"""",26042
"""相守f""",1407200811537,127,927088,16,271,7,264,""""休闲养老没烦恼"""",26042
"""樒""",1417023864331,127,1173473,4,118,5,203,""""休闲养老没烦恼"""",26042
"""ttdzjh""",1009304312308,127,904755,15,171,3,187,""""双子摘星"""",13999
"""安""",1013392555563,127,879836,6,115,8,218,""""双子摘星"""",13999
"""初夏i^""",1017115409924,127,977721,16,39,6,101,""""双子摘星"""",13999
"""KERORO""",1020753041944,127,1002720,16,254,3,182,""""双子摘星"""",13999
"""^落雨凝香FH^""",1025920581160,127,1058500,12,198,1,355,""""双子摘星"""",13999
"""芥荨""",1037222264377,127,959479,14,344,8,477,""""双子摘星"""",13999
"""^落雨凝香^（简""",1047255006702,127,1047274,20,78,6,88,""""双子摘星"""",13999
"""梦盈苏""",1092608760321,127,982517,4,70,6,112,""""双子摘星"""",13999
"""PGT.苦瓜""",1137873246703,127,900375,12,87,2,328,""""双子摘星"""",13999
"""xxf""",1140235845173,127,928850,19,80,4,118,""""双子摘星"""",13999
"""春剑鲨鲨鲨""",1157660638775,127,922202,6,176,4,206,""""双子摘星"""",13999
"""桃樂""",1202037931554,127,984649,4,113,5,219,""""双子摘星"""",13999
"""王子先生""",1206582853151,127,970175,9,44,5,26,""""双子摘星"""",13999
"""喵喵喵""",1218233105982,127,1070630,14,125,11,83,""""双子摘星"""",13999
"""刺客py乄""",1224459409990,127,1185299,19,41,8,3,""""双子摘星"""",13999
"""风谷*""",1238584081970,127,1021471,2,82,5,84,""""双子摘星"""",13999
"""小疯子""",1257771384343,127,955564,8,124,6,168,""""双子摘星"""",13999
"""梦泽|awa滴神""",1266829662742,127,1040029,11,81,1,106,""""双子摘星"""",13999
"""不可不可v""",1275315755575,127,1019074,8,2,5,113,""""双子摘星"""",13999
"""A古灵井盖i""",1281046494740,127,912203,5,256,7,360,""""双子摘星"""",13999
"""白靈夢""",1295237880324,127,1180270,20,2,2,4,""""双子摘星"""",13999
"""阿打""",1304913067526,127,1051488,14,7,2,5,""""双子摘星"""",13999
"""闲棋清茶""",1313041989174,127,936856,15,92,4,87,""""双子摘星"""",13999
"""春剑我可太i了""",1320589688306,127,942476,7,144,3,280,""""双子摘星"""",13999
"""今晚打母驴 """,1326059896336,127,1043272,2,51,11,89,""""双子摘星"""",13999
"""露西亚""",1331244587552,127,988714,14,22,1,35,""""双子摘星"""",13999
"""落雨凝香丶""",1375804997182,127,859957,17,376,7,513,""""双子摘星"""",13999
"""霜剑""",1395717265986,127,1042585,13,113,1,170,""""双子摘星"""",13999
"""御神楽""",1412302405148,127,1194209,13,241,5,324,""""双子摘星"""",13999
"""鸭鸭""",1417358891572,127,838183,20,312,3,934,""""双子摘星"""",13999
"""雪莱""",1016192965158,127,834069,20,591,2,863,""""莱的父亲们"""",43387
"""泠泠丶""",1019640158704,127,1085550,17,144,5,135,""""莱的父亲们"""",43387
"""绾绾 小号""",1052361464313,127,801241,11,1018,8,674,""""莱的父亲们"""",43387
"""Ccc""",1066883832375,127,1186484,8,114,1,137,""""莱的父亲们"""",43387
"""Electronic""",1071332523522,127,930981,6,190,5,369,""""莱的父亲们"""",43387
"""树袋熊""",1094368017900,127,987090,16,91,10,66,""""莱的父亲们"""",43387
"""叁嗒君（无意电梯抱歉""",1108415633972,127,1003002,15,183,2,318,""""莱的父亲们"""",43387
"""刻刻帝'特级咸鱼""",1116586744338,127,1188646,17,81,7,29,""""莱的父亲们"""",43387
"""纯吾（本体）""",1132425592335,127,1073268,9,2,6,14,""""莱的父亲们"""",43387
"""大仙是神""",1167664299550,127,843921,5,702,11,709,""""莱的父亲们"""",43387
"""^春逝^""",1170070673938,127,1058581,3,68,4,211,""""莱的父亲们"""",43387
"""纯吾（影分身）""",1177452101121,127,1008708,19,151,2,244,""""莱的父亲们"""",43387
"""小鲤鱼历险记""",1179101534793,127,853659,20,474,8,532,""""莱的父亲们"""",43387
"""涂山雅雅FH""",1183249963567,127,1147826,9,30,1,45,""""莱的父亲们"""",43387
"""纯院""",1217613381106,127,962832,2,271,5,515,""""莱的父亲们"""",43387
"""斯科特 ^ """,1229855941130,127,967158,11,21,16,21,""""莱的父亲们"""",43387
"""魷魚絲（挖矿求放过）""",1242267205185,127,1005044,6,14,1,100,""""莱的父亲们"""",43387
"""初音""",1251742072318,127,1036571,14,249,6,326,""""莱的父亲们"""",43387
"""悠哉 """,1270492305914,127,1023899,20,120,2,448,""""莱的父亲们"""",43387
"""苏水i""",1341637803531,127,1250915,10,9,16,41,""""莱的父亲们"""",43387
"""stay（Yuno出""",1348008696386,127,937472,11,513,2,912,""""莱的父亲们"""",43387
"""晚安，sion^i""",1353971243576,127,946231,20,29,6,27,""""莱的父亲们"""",43387
"""黑雪姬""",1363142213172,127,1086177,13,448,4,592,""""莱的父亲们"""",43387
"""波鸽鸽，p场下防了""",1383075806789,127,1052740,6,28,8,27,""""莱的父亲们"""",43387
"""阿尔托莉雅""",1384306654752,127,1082821,13,103,6,148,""""莱的父亲们"""",43387
"""Ver`吕玲绮＊""",1399394680340,127,947861,2,9,9,4,""""莱的父亲们"""",43387
"""貓拾弎""",1400062712323,127,939534,2,536,1,486,""""莱的父亲们"""",43387
"""萌带奶（简介）""",1402926635543,127,1107183,20,89,3,125,""""莱的父亲们"""",43387
"""皮皮虾""",1410129451503,127,1057475,18,253,2,362,""""莱的父亲们"""",43387
"""红颜～nano""",1414748126705,127,1058732,6,3,9,5,""""莱的父亲们"""",43387
"""莉姆露（挖矿中）""",1010139102752,127,984281,11,433,1,319,""""希望之花"""",2227
"""尖山子民 """,1051158085170,127,968489,10,72,3,107,""""希望之花"""",2227
"""魔法少女大唧唧-已下""",1051998584300,127,1013634,16,40,3,90,""""希望之花"""",2227
"""乘风群简介""",1064664235570,127,801198,3,93,17,53,""""希望之花"""",2227
"""倚弦而萧""",1074857131574,127,1137529,14,4,3,1,""""希望之花"""",2227
"""恶龙""",1091748600342,127,929481,17,242,3,542,""""希望之花"""",2227
"""绛曲  简""",1095343275550,127,1087795,20,41,3,43,""""希望之花"""",2227
"""衮衮""",1100766763561,127,886781,15,429,5,585,""""希望之花"""",2227
"""小小小茗博""",1101486840346,127,829999,8,403,2,569,""""希望之花"""",2227
"""妖刀万华""",1110780664368,127,999933,20,428,1,388,""""希望之花"""",2227
"""惠买柚子的青衣""",1163231224350,127,1197082,8,31,13,3,""""希望之花"""",2227
"""小小茗博""",1176077483590,127,818491,7,412,7,260,""""希望之花"""",2227
"""ezawa""",1201809758797,127,860476,20,450,2,428,""""希望之花"""",2227
"""白纠纠已下防""",1207773534755,127,947387,1,297,4,381,""""希望之花"""",2227
"""Peko丶""",1230370757125,127,952414,17,137,5,148,""""希望之花"""",2227
"""幻七夜还未挖完求求了""",1266218129905,127,872529,15,247,4,132,""""希望之花"""",2227
"""麦克吉利斯""",1292609886783,127,1053804,18,17,11,25,""""希望之花"""",2227
"""yukinanami""",1310255480352,127,1203109,19,75,3,9,""""希望之花"""",2227
"""奥尔加再世（萌新）""",1321434283551,127,1024079,11,436,11,394,""""希望之花"""",2227
"""Thyme""",1331522731590,127,1005611,19,71,7,160,""""希望之花"""",2227
"""舒华泽^(简介）""",1332843256360,127,1096812,12,1,3,18,""""希望之花"""",2227
"""貌似高手""",1335820254792,127,927271,2,452,7,541,""""希望之花"""",2227
"""望庭""",1347419717145,127,915491,6,226,4,754,""""希望之花"""",2227
"""蕾姆世界第一""",1349578718765,127,925100,18,54,6,126,""""希望之花"""",2227
"""光月御田i""",1355052997125,127,1061972,10,32,6,31,""""希望之花"""",2227
"""莉姆禄i(下防人)""",1359751544374,127,1235892,16,7,11,45,""""希望之花"""",2227
"""囮""",1377107525199,127,970108,13,353,2,539,""""希望之花"""",2227
"""流泪猫猫丶已下防""",1382330769946,127,983806,17,8,14,6,""""希望之花"""",2227
"""闪光少女""",1383816363545,127,1142725,10,37,7,15,""""希望之花"""",2227
"""蜜桃猫""",1390403960304,127,889619,20,70,16,53,""""希望之花"""",2227
"""秦川秋水""",1036039339522,127,988391,15,199,5,385,""""未闻掉刀摆烂坎公招人"""",30468
"""狐狸""",1052482731552,127,832650,12,267,3,384,""""未闻掉刀摆烂坎公招人"""",30468
"""影子(简介)^""",1102545272391,127,1144142,11,594,3,811,""""未闻掉刀摆烂坎公招人"""",30468
"""龙闪三点下防""",1117516561939,127,1080468,20,7,5,39,""""未闻掉刀摆烂坎公招人"""",30468
"""理念天然呆""",1132001630794,127,1071855,6,65,5,228,""""未闻掉刀摆烂坎公招人"""",30468
"""周树人F""",1132475563581,127,1024934,13,20,2,40,""""未闻掉刀摆烂坎公招人"""",30468
"""这么小声还想开军舰""",1140613061159,127,1209360,6,250,1,472,""""未闻掉刀摆烂坎公招人"""",30468
"""空中劈叉""",1141152529904,127,885154,7,191,3,499,""""未闻掉刀摆烂坎公招人"""",30468
"""蓓balabala*""",1143411038787,127,1009457,2,27,3,112,""""未闻掉刀摆烂坎公招人"""",30468
"""新东方""",1145214942763,127,911066,4,197,4,271,""""未闻掉刀摆烂坎公招人"""",30468
"""西四乃~挖矿中""",1148394257922,127,977479,20,356,2,235,""""未闻掉刀摆烂坎公招人"""",30468
"""在哪都是秋刀鱼""",1207409425931,127,1093333,1,84,3,184,""""未闻掉刀摆烂坎公招人"""",30468
"""JKlove""",1211407531562,127,1048488,12,83,2,271,""""未闻掉刀摆烂坎公招人"""",30468
"""炙炼""",1213614021171,127,968564,16,389,1,693,""""未闻掉刀摆烂坎公招人"""",30468
"""夜闻子衿歌""",1219072760367,127,980450,7,75,8,105,""""未闻掉刀摆烂坎公招人"""",30468
"""[i]姬丶你太美""",1226637278784,127,1208417,20,66,1,133,""""未闻掉刀摆烂坎公招人"""",30468
"""食蜂C祈*FH""",1232810360333,127,1167470,2,13,1,6,""""未闻掉刀摆烂坎公招人"""",30468
"""意外之外x""",1249215659542,127,1165538,4,46,3,85,""""未闻掉刀摆烂坎公招人"""",30468
"""reol（吃个前百""",1252433477118,127,881235,17,146,4,139,""""未闻掉刀摆烂坎公招人"""",30468
"""学徒^""",1274070161959,127,942358,15,109,6,89,""""未闻掉刀摆烂坎公招人"""",30468
"""叫我萌新""",1302462021197,127,1142782,18,58,4,112,""""未闻掉刀摆烂坎公招人"""",30468
"""最帅最欧""",1305043294744,127,1008500,11,609,1,620,""""未闻掉刀摆烂坎公招人"""",30468
"""白""",1320975941102,127,890453,8,378,3,531,""""未闻掉刀摆烂坎公招人"""",30468
"""苍蓝(下防""",1345735441953,127,1045416,8,62,1,75,""""未闻掉刀摆烂坎公招人"""",30468
"""小鹿""",1357818206780,127,967804,7,606,1,571,""""未闻掉刀摆烂坎公招人"""",30468
"""神荼郁垒 裙简""",1389973061178,127,1035553,20,5,4,34,""""未闻掉刀摆烂坎公招人"""",30468
"""B站_残影剑""",1397102558770,127,927504,13,291,3,370,""""未闻掉刀摆烂坎公招人"""",30468
"""仓鼠""",1412318763553,127,971683,6,572,2,599,""""未闻掉刀摆烂坎公招人"""",30468
"""君丶光翼""",1413677841925,127,957993,9,212,1,142,""""未闻掉刀摆烂坎公招人"""",30468
"""五月""",1423457041964,127,1125345,5,25,6,61,""""未闻掉刀摆烂坎公招人"""",30468
"""安详的瑞莱""",1044445944330,127,915328,7,641,3,664,""""咸鱼湾"""",971
"""天井 X """,1056425925165,127,1001599,4,5,5,7,""""咸鱼湾"""",971
"""银""",1155628177904,127,1068171,20,433,1,547,""""咸鱼湾"""",971
"""蚌壳""",1157627870771,127,1211025,14,15,5,2,""""咸鱼湾"""",971
"""琳卡""",1171929873989,127,1086554,7,91,3,148,""""咸鱼湾"""",971
"""一起挖矿""",1172464811589,127,950366,20,320,2,445,""""咸鱼湾"""",971
"""卡琳""",1175195998740,127,1146333,1,15,5,11,""""咸鱼湾"""",971
"""川澄舞""",1179409144344,127,825163,15,164,5,253,""""咸鱼湾"""",971
"""妖孽（影线破防了）乄""",1181439966717,127,1156236,19,12,5,19,""""咸鱼湾"""",971
"""DLT.布丁（并不甜""",1195619089900,127,1088837,9,103,3,180,""""咸鱼湾"""",971
"""DLL""",1198564523574,127,961982,5,5,5,8,""""咸鱼湾"""",971
"""EA""",1232499883569,127,884400,5,402,7,414,""""咸鱼湾"""",971
"""安兹乌尔恭""",1238582008375,127,1026055,7,33,5,36,""""咸鱼湾"""",971
"""威斯海德""",1261782571578,127,1047012,8,7,5,4,""""咸鱼湾"""",971
"""卡兹""",1263119505933,127,1158853,13,21,5,5,""""咸鱼湾"""",971
"""[i][b]黑神月泷""",1264350763598,127,1129401,17,75,5,93,""""咸鱼湾"""",971
"""森野零奈""",1283726507549,127,960534,19,22,4,42,""""咸鱼湾"""",971
"""九色丶""",1289939320323,127,1052649,20,88,1,182,""""咸鱼湾"""",971
"""莫莫i""",1295489809910,127,1118949,10,5,3,7,""""咸鱼湾"""",971
"""疯狂的呵呵""",1322740907516,127,850651,13,612,7,749,""""咸鱼湾"""",971
"""道歉之前先拔出去啊喂""",1326728337958,127,1118158,10,17,3,14,""""咸鱼湾"""",971
"""依莲""",1328184056317,127,1107137,13,13,5,3,""""咸鱼湾"""",971
"""佐伊""",1339174033973,127,1198830,19,163,2,313,""""咸鱼湾"""",971
"""洞洞一库贼""",1340019038716,127,968131,17,92,2,166,""""咸鱼湾"""",971
"""加藤惠！！！""",1345629329925,127,874798,16,264,4,451,""""咸鱼湾"""",971
"""咕噜肉""",1351062699562,127,906048,10,867,11,565,""""咸鱼湾"""",971
"""kuma华华华""",1362766584361,127,1007580,5,268,2,316,""""咸鱼湾"""",971
"""苏挽灿秋""",1364784273967,127,968991,1,341,1,532,""""咸鱼湾"""",971
"""Gepard丶""",1404892715500,127,1138553,17,79,4,96,""""咸鱼湾"""",971
"""眀岄垱箜(简介)""",1423640952302,127,1282671,9,3,3,3,""""咸鱼湾"""",971
"""幸存者 i 如你""",1005795704365,127,1041609,10,33,4,16,""""莱茵骑士团（赌你的头"""",6686
"""辣辣米拉跨的一天""",1015195205153,127,1037623,7,266,9,208,""""莱茵骑士团（赌你的头"""",6686
"""希腊奶""",1018116881969,127,931491,7,23,7,9,""""莱茵骑士团（赌你的头"""",6686
"""优酱""",1043983941176,127,1057348,8,3,8,37,""""莱茵骑士团（赌你的头"""",6686
"""红茶（狗头赌没了）""",1049189521972,127,1075542,7,34,6,44,""""莱茵骑士团（赌你的头"""",6686
"""天地银行总裁""",1059608952318,127,859582,6,280,13,329,""""莱茵骑士团（赌你的头"""",6686
"""分身乏术猪扒仔""",1114864376381,127,1138121,6,134,1,172,""""莱茵骑士团（赌你的头"""",6686
"""白音""",1115801541116,127,1076951,7,48,1,88,""""莱茵骑士团（赌你的头"""",6686
"""尧丶已下防""",1132524715597,127,849876,15,176,17,191,""""莱茵骑士团（赌你的头"""",6686
"""悠悠丶＊""",1156006673940,127,1036963,2,34,10,1,""""莱茵骑士团（赌你的头"""",6686
"""保温箱""",1170175531576,127,1079500,15,2,4,49,""""莱茵骑士团（赌你的头"""",6686
"""hego亲X""",1193285189140,127,1075017,4,2,16,2,""""莱茵骑士团（赌你的头"""",6686
"""千圣^""",1212992273996,127,916893,12,780,1,645,""""莱茵骑士团（赌你的头"""",6686
"""猫薄荷^挖矿速加群""",1262702993967,127,1032247,11,2,17,2,""""莱茵骑士团（赌你的头"""",6686
"""初心""",1263231736356,127,1050694,3,20,1,34,""""莱茵骑士团（赌你的头"""",6686
"""风花雪月七七七^""",1270777822784,127,1103661,12,3,5,160,""""莱茵骑士团（赌你的头"""",6686
"""可爱又迷人的反派角色""",1274947934702,127,898859,19,694,3,679,""""莱茵骑士团（赌你的头"""",6686
"""有只小莫君""",1297362065944,127,1073541,18,5,5,43,""""莱茵骑士团（赌你的头"""",6686
"""佳爱琉""",1306405624383,127,881153,5,119,1,300,""""莱茵骑士团（赌你的头"""",6686
"""坚决要求蓝毛打C1！""",1322690936327,127,942884,1,207,8,120,""""莱茵骑士团（赌你的头"""",6686
"""苏九儿^""",1328942251517,127,950589,8,128,6,161,""""莱茵骑士团（赌你的头"""",6686
"""风圆""",1350224222766,127,1140216,6,93,1,224,""""莱茵骑士团（赌你的头"""",6686
"""图农""",1352348869112,127,998542,9,42,13,47,""""莱茵骑士团（赌你的头"""",6686
"""美琴""",1353043115551,127,934769,9,48,5,10,""""莱茵骑士团（赌你的头"""",6686
"""周大仙""",1384366865937,127,1135484,15,31,6,18,""""莱茵骑士团（赌你的头"""",6686
"""港記""",1395044728348,127,1030209,1,44,3,26,""""莱茵骑士团（赌你的头"""",6686
"""shino""",1395503480346,127,1122663,14,27,17,7,""""莱茵骑士团（赌你的头"""",6686
"""仓鼠抱抱（已下防）""",1396658142737,127,1058996,14,67,10,77,""""莱茵骑士团（赌你的头"""",6686
"""全控""",1413579563593,127,1252914,20,4,17,36,""""莱茵骑士团（赌你的头"""",6686
"""出口转内销千岛酱""",1416683051536,127,1161366,8,150,5,144,""""莱茵骑士团（赌你的头"""",6686
"""三白的小魔仙乄""",1012108459588,127,977924,3,22,12,25,""""睡饱饱的观星所"""",39290
"""夜七""",1035612945945,127,758804,16,1059,2,1091,""""睡饱饱的观星所"""",39290
"""天曰子^""",1036521822730,127,1035467,18,111,6,129,""""睡饱饱的观星所"""",39290
"""佑树（摸鱼）""",1041910110796,127,966951,12,182,5,199,""""睡饱饱的观星所"""",39290
"""徐公大笨笨*丶群简""",1080971665920,127,1221420,2,107,14,150,""""睡饱饱的观星所"""",39290
"""德鲁伊""",1090811845127,127,979700,10,176,1,399,""""睡饱饱的观星所"""",39290
"""波灵噜咕""",1096232081943,127,943550,7,128,1,248,""""睡饱饱的观星所"""",39290
"""a千夜""",1155471736365,127,1097155,7,24,12,65,""""睡饱饱的观星所"""",39290
"""爱丽丝^""",1159726661136,127,1164077,12,96,3,183,""""睡饱饱的观星所"""",39290
"""永带妹^i""",1162618846751,127,1091196,10,29,6,142,""""睡饱饱的观星所"""",39290
"""紫陌清风，P场已下防""",1181403077196,127,1057977,1,113,4,389,""""睡饱饱的观星所"""",39290
"""氪氪""",1188710750720,127,1153609,15,15,2,20,""""睡饱饱的观星所"""",39290
"""一起来淦狼狼吗""",1193231915505,127,941473,14,257,1,492,""""睡饱饱的观星所"""",39290
"""梦魇""",1201101560348,127,1016388,18,533,2,528,""""睡饱饱的观星所"""",39290
"""惡夢""",1215252011519,127,1019043,11,120,1,159,""""睡饱饱的观星所"""",39290
"""怒冲xcw""",1217904606768,127,854463,7,498,6,311,""""睡饱饱的观星所"""",39290
"""被献祭的魔王酱i""",1237965969994,127,1034243,16,3,12,21,""""睡饱饱的观星所"""",39290
"""hydrogen下防""",1293056350789,127,1012311,13,86,3,271,""""睡饱饱的观星所"""",39290
"""^三白白白^""",1309906065945,127,1071477,19,419,4,356,""""睡饱饱的观星所"""",39290
